도로명칭,출발지 법정동명,출발지 이름,도착지 이름,제한너비,제한높이,제한길이(단일차량),제한길이(연결차량),총중량,축중량
 ,부산광역시 강서구 동선동 ,부산 강서구 동선동 1073-3,부산 강서구 동선동 1071-3,3,4.4,19,22,40,10
 ,부산광역시 강서구 구랑동 ,부산 강서구 구랑동 1265,부산 강서구 구랑동 1261,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 대저2동,부산 강서구 대저2동 3142,부산 강서구 대저2동 3138-1 ,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 봉림동 ,부산 강서구 봉림동 747-20,부산 강서구 봉림동 869-1,3.3,4.4,19,21,40,10
 ,부산광역시 강서구 봉림동 ,부산 강서구 봉림동 61-4,부산 강서구 봉림동 747-110 ,3.3,4.4,19,21,40,10
 ,부산광역시 서구 암남동,부산 서구 암남동 115-75,부산 서구 암남동 123-13,3.3,4.5,19,21,40,10
 ,부산광역시 영도구 동삼동 ,부산 영도구 동삼동 525 ,부산 영도구 동삼동 1103-11 ,3.3,4.5,19,21,40,10
 ,부산광역시 금정구 구서동 ,구서IC ,부산 금정구 구서동 481-1,3.5,4.5,19,25,40,10
 ,부산광역시 연제구 연산동 ,부산 연제구 연산동 1000-7,부산 연제구 연산동 1000,3,4.4,19,22,40,10
 ,부산광역시 금정구 부곡동 ,부산 금정구 부곡동 78-1,부산 금정구 부곡동 78-3,3.3,4.5,19,21,40,10
 ,부산광역시 동래구 사직동 ,부산 동래구 사직동 161-61,부산 동래구 사직동 1017,3.3,4.5,19,21,40,10
 ,부산광역시 금정구 남산동 ,부산 금정구 남산동 126-1,부산 금정구 남산동 136-2,3.3,4.5,19,21,40,10
 ,부산광역시 해운대구 중동 ,중동역교차로,부산 해운대구 중동 1783-1,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 기장읍 대라리,부산 기장군 기장읍 대라리 1062,부산 기장군 기장읍 대라리 390 ,3.3,4.5,19,21,40,10
 ,부산광역시 해운대구 우동 ,부산 해운대구 우동 1488,부산 해운대구 우동 1524,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 기장읍 교리,부산 기장군 기장읍 교리 237-1,부산 기장군 기장읍 교리 237-7,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 정관읍 모전리,부산 기장군 정관읍 모전리 787 ,부산 기장군 정관읍 모전리 730 ,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 정관읍 두명리,부산 기장군 정관읍 두명리 130-1 ,부산 기장군 정관읍 두명리 358-1 ,3.3,4.4,19,21,40,10
 ,부산광역시 기장군 정관읍 두명리,부산 기장군 정관읍 두명리 130-1 ,부산 기장군 정관읍 두명리 135 ,3,4.4,19,22,40,10
 ,부산광역시 기장군 장안읍 장안리,부산 기장군 장안읍 명례리 894 ,부산 기장군 장안읍 명례리 896 ,3,4.4,19,22,40,10
 ,부산광역시 강서구 구랑동 ,부산 강서구 구랑동 1239,부산 강서구 구랑동 1239,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 구랑동 ,부산 강서구 구랑동 1236,부산 강서구 구랑동 1165,3,4.4,19,22,40,10
 ,부산광역시 강서구 미음동 ,부산 강서구 미음동 1595,부산 강서구 미음동 1593,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 미음동 ,부산 강서구 미음동 1595,부산 강서구 미음동 1596,3.3,4.5,19,21,40,10
 ,부산광역시 남구 대연동,부산 남구 대연동 1756-27,부산 남구 대연동 1268-3,3.3,4.5,19,21,40,10
 ,부산광역시 금정구 장전동 ,부산 금정구 장전동 241-12,부산 금정구 장전동 710 ,3,4.4,19,22,40,10
 ,부산광역시 금정구 구서동 ,부산 금정구 구서동 915 ,부산 금정구 구서동 915 ,3,4.4,19,22,40,10
 ,부산광역시 금정구 회동동 ,부산 금정구 회동동 552-1,부산 금정구 회동동 559-6,3,4.4,19,22,40,10
 ,부산광역시 기장군 기장읍 대변리,부산 기장군 기장읍 대변리 245-8 ,부산 기장군 기장읍 대변리 245-8 ,3,4.4,19,22,40,10
 ,부산광역시 기장군 일광면 이천리,부산 기장군 일광면 이천리 766-5 ,부산 기장군 일광면 이천리 766-3 ,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 일광면 이천리,이동교차로,이동교차로,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 미음동 ,미음교차로,미음교차로,3.4,4.4,19,24,40,10
 ,부산광역시 강서구 미음동 ,미음교차로,부산 강서구 미음동 1572-2,3.4,4.4,19,24,40,10
 ,부산광역시 강서구 미음동 ,미음교차로,미음교차로,3.3,4.4,19,21,40,10
 ,부산광역시 사하구 다대동 ,부산 사하구 다대동 120-15,부산 사하구 다대동 3 ,3.3,4.5,19,21,40,10
 ,부산광역시 사하구 다대동 ,부산 사하구 다대동 1598-5,부산 사하구 다대동 1598-5,3.3,4.5,19,21,40,10
 ,부산광역시 사하구 다대동 ,부산 사하구 다대동 1598-5,부산 사하구 다대동 1565,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 명지동 ,부산 강서구 명지동 3243,부산 강서구 명지동 3289,3.3,4.5,19,21,40,10
 ,부산광역시 사상구 삼락동 ,부산 사상구 삼락동 29-8,부산 사상구 삼락동 29-8,3.3,4.5,19,21,40,10
 ,부산광역시 사상구 삼락동 ,부산 사상구 삼락동 29-8,부산 사상구 삼락동 29-8,3.3,4.5,19,21,40,10
 ,부산광역시 사상구 삼락동 ,부산 사상구 삼락동 29-8,부산 사상구 삼락동 29-2,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 녹산동 ,부산 강서구 녹산동 228 ,부산 강서구 녹산동 246-3,3.3,4.5,19,21,40,10
 ,부산광역시 사상구 감전동 ,부산 사상구 감전동 174 ,부산 사상구 감전동 161-5,3.3,4.5,19,21,40,10
 ,부산광역시 동구 초량동,부산 동구 초량동 45-38,부산 동구 초량동 45-39,3.3,4.5,19,21,40,10
 ,부산광역시 동래구 명륜동 ,부산 동래구 명륜동 778 ,부산 동래구 명륜동 778 ,3.3,4.5,19,21,40,10
 ,부산광역시 북구 화명동,부산 북구 화명동 2257 ,부산 북구 화명동 2257 ,3.3,4.5,19,21,40,10
 ,부산광역시 북구 만덕동,부산 북구 만덕동 937,부산 북구 만덕동 927-1,3.3,4.5,19,21,40,10
 ,부산광역시 북구 덕천동,부산 북구 덕천동 539-6,부산 북구 화명동 2251 ,3.3,4.5,19,21,40,10
 ,부산광역시 금정구 장전동 ,부산 금정구 장전동 716 ,부산 금정구 장전동 717 ,3.3,4.5,19,21,40,10
 ,부산광역시 금정구 금성동 ,부산 금정구 금성동 693-3,부산 금정구 금성동 564-7,3.3,4.5,19,21,40,10
 ,부산광역시 금정구 서동,부산 금정구 서동 502-4,부산 금정구 서동 산 60-18,3.3,4.5,19,21,40,10
 ,부산광역시 북구 덕천동,부산 북구 덕천동 산 74-4,부산 북구 화명동 2335 ,3.3,4.5,19,21,40,10
 ,부산광역시 해운대구 중동 ,부산 해운대구 중동 산 106-14,부산 해운대구 중동 972-1,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 명지동 ,부산 강서구 명지동 3235-2,부산 강서구 명지동 3279,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 장안읍 좌동리,부산 기장군 장안읍 좌동리 591 ,부산 기장군 장안읍 좌동리 267-1 ,3.3,4.5,19,21,40,10
 ,부산광역시 영도구 동삼동 ,부산 영도구 동삼동 510-42,부산 영도구 동삼동 510-9,3.3,4.5,19,21,40,10
 ,부산광역시 영도구 동삼동 ,부산 영도구 동삼동 454-34,부산 영도구 동삼동 510-39,3.3,4.5,19,21,40,10
 ,부산광역시 중구 중앙동7가,부산 중구 중앙동7가 83 ,부산 중구 중앙동7가 77-9,3.3,4.5,19,21,32.4,10
 ,부산광역시 중구 중앙동7가,부산광역시 중구 중앙동7가 ,부산 중구 중앙동7가 73-7,3,4.4,19,22,40,10
 ,부산광역시 중구 남포동1가,부산 중구 남포동1가 33-9,부산 중구 중앙동7가 66-1,3.3,4.5,19,21,40,10
 ,부산광역시 북구 구포동,부산 북구 구포동 1297 ,부산 북구 구포동 783-14,3.3,4.5,19,21,40,10
 ,부산광역시 북구 만덕동,부산 북구 만덕동 680-5,부산 북구 만덕동 783-21,3.3,4.5,19,21,40,10
 ,부산광역시 동래구 수안동 ,부산 동래구 수안동 182 ,부산 동래구 수안동 177-2,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 장안읍 반룡리,부산 기장군 장안읍 반룡리 835-2 ,부산 기장군 장안읍 반룡리 835-2 ,3,4.4,19,22,40,10
 ,부산광역시 기장군 장안읍 기룡리,부산 기장군 장안읍 기룡리 1118,부산 기장군 장안읍 기룡리 107-8 ,3.5,4.5,19,25,40,10
 ,부산광역시 기장군 장안읍 기룡리,부산 기장군 장안읍 기룡리 234-8 ,부산 기장군 장안읍 기룡리 233-2 ,3.3,4.4,19,21,40,10
 ,부산광역시 영도구 동삼동 ,부산 영도구 동삼동 1124-9,부산 영도구 동삼동 1124-6,3.3,4.5,19,21,40,10
 ,부산광역시 중구 동광동5가,부산 중구 동광동5가 16-6,부산 중구 대청동1가 1-4,3.3,4.5,19,21,40,10
 ,부산광역시 부산진구 가야동,부산 부산진구 가야동 590-6,부산 부산진구 가야동 588,3.3,4.5,19,21,40,10
 ,부산광역시 부산진구 당감동,부산 부산진구 당감동 792-14 ,부산 부산진구 당감동 791,3.3,4.5,19,21,40,10
 ,부산광역시 동구 범일동,부산 동구 범일동 252-1984 ,부산 동구 범일동 1653 ,3.3,4.5,19,21,40,10
 ,부산광역시 동구 초량동,부산 동구 초량동 1185-1,부산 동구 초량동 1185-1,3,4.4,19,22,40,10
 ,부산광역시 동래구 안락동 ,부산 동래구 안락동 475 ,부산 동래구 안락동 1256,3,4.4,19,22,40,10
 ,부산광역시 기장군 철마면 고촌리,부산 기장군 철마면 고촌리 692 ,부산 기장군 철마면 고촌리 615 ,3,4.4,19,22,40,10
 ,부산광역시 기장군 정관읍 모전리,부산 기장군 정관읍 모전리 681 ,부산 기장군 정관읍 모전리 695 ,3.3,4.5,19,21,40,10
 ,부산광역시 영도구 청학동 ,부산 영도구 청학동 61-17,부산 영도구 청학동 48-3,3.3,4.5,19,21,40,10
 ,부산광역시 남구 대연동,부산 남구 대연동 89-10,부산 남구 대연동 1859 ,3.3,4.5,19,21,40,10
 ,부산광역시 사상구 주례동 ,부산 사상구 주례동 235 ,부산 사상구 주례동 235 ,3,4.4,19,22,40,10
 ,부산광역시 사상구 주례동 ,부산 사상구 주례동 235 ,부산 사상구 주례동 235 ,3,4.4,19,22,40,10
 ,부산광역시 사하구 괴정동 ,부산 사하구 괴정동 350-75,부산 사하구 괴정동 350-72,3,4.4,19,22,40,10
 ,부산광역시 부산진구 당감동,부산 부산진구 당감동 792-14 ,부산 부산진구 당감동 791,3.3,4.5,19,21,40,10
 ,부산광역시 부산진구 부암동,부산 부산진구 부암동 228-54 ,부산 부산진구 부암동 207-16 ,3.3,4.5,19,21,40,10
 ,부산광역시 사상구 주례동 ,부산 사상구 주례동 1164,부산 사상구 주례동 1233-7,3.3,4.5,19,21,40,10
 ,부산광역시 서구 서대신동3가 ,부산 서구 서대신동3가 31-57 ,부산 서구 서대신동3가 31-57 ,3,4.4,19,22,40,10
 ,부산광역시 영도구 청학동 ,부산 영도구 청학동 1-179,부산 영도구 청학동 1-26,3.3,4.5,19,21,40,10
 ,부산광역시 사하구 다대동 ,부산 사하구 다대동 94-5,부산 사하구 다대동 93-4,3.3,4.5,19,21,40,10
 ,부산광역시 사하구 구평동 ,부산 사하구 구평동 112-25,부산 사하구 구평동 112-18,3,4.4,19,22,40,10
 ,부산광역시 사하구 괴정동 ,부산 사하구 괴정동 1206-88 ,부산 사하구 괴정동 1206-2,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 명지동 ,부산 강서구 명지동 3530,부산 강서구 명지동 3534,3,4.4,19,22,40,10
 ,부산광역시 강서구 명지동 ,부산 강서구 명지동 3530,부산 강서구 명지동 3528,3.3,4.5,19,21,40,10
 ,부산광역시 영도구 동삼동 ,부산 영도구 동삼동 516-36,부산 영도구 동삼동 225-146 ,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 장안읍 명례리,부산 기장군 장안읍 명례리 889 ,부산 기장군 장안읍 명례리 902 ,3,4.4,19,22,40,10
 ,부산광역시 기장군 장안읍 명례리,부산 기장군 장안읍 명례리 889 ,부산 기장군 장안읍 명례리 894 ,3,4.4,19,22,40,10
 ,부산광역시 강서구 송정동 ,부산 강서구 송정동 1714,부산 강서구 송정동 1709-2,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 성북동 ,부산 강서구 성북동 1512,1번신호등,3.3,4.4,19,21,40,10
 ,부산광역시 강서구 성북동 ,부산 강서구 성북동 1519,부산 강서구 성북동 1519,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 성북동 ,부산 강서구 성북동 1519,부산 강서구 성북동 1519,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 천성동 ,부산 강서구 천성동 산 111-5 ,부산 강서구 천성동 산 111-5 ,3,4.4,19,22,40,10
 ,부산광역시 강서구 미음동 ,부산 강서구 미음동 1603,부산 강서구 미음동 1603,3,4,19,22,40,10
 ,부산광역시 강서구 미음동 ,부산 강서구 미음동 1603,부산 강서구 미음동 1610,3.3,4.4,19,21,40,10
 ,부산광역시 사하구 다대동 ,부산 사하구 다대동 1670,부산 사하구 다대동 87,3.3,4.5,19,21,40,10
 ,부산광역시 남구 감만동,부산 남구 감만동 624-2,부산 남구 감만동 624,3.3,4.5,19,21,40,10
 ,부산광역시 금정구 장전동 ,부산 금정구 장전동 359-1,부산 금정구 장전동 717 ,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 기장읍 당사리,부산 기장군 기장읍 시랑리 729 ,부산 기장군 기장읍 시랑리 729 ,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 기장읍 당사리,부산 기장군 기장읍 시랑리 729 ,부산 기장군 기장읍 석산리 296 ,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 기장읍 당사리,부산 기장군 기장읍 시랑리 729 ,부산 기장군 기장읍 당사리 523 ,3.3,4.5,19,21,40,10
 ,부산광역시 사하구 다대동 ,부산 사하구 다대동 1-14,부산 사하구 다대동 1553,3,4.4,19,22,40,10
 ,부산광역시 사하구 장림동 ,부산 사하구 장림동 1015-1,부산 사하구 장림동 1015-1,3.3,4.5,19,21,40,10
 ,부산광역시 사하구 장림동 ,부산 사하구 장림동 1015-1,부산 사하구 신평동 466-1,3.3,4.5,19,21,40,10
 ,부산광역시 사하구 다대동 ,부산 사하구 다대동 1550-3,부산 사하구 다대동 1550-3,3.3,4.5,19,21,40,10
 ,부산광역시 사하구 다대동 ,부산 사하구 다대동 1550-3,부산 사하구 다대동 1549-2,3.3,4.5,19,21,40,10
 ,부산광역시 사하구 다대동 ,부산 사하구 다대동 798-1,부산 사하구 다대동 798-6,3,4.4,19,22,40,10
 ,부산광역시 강서구 대저2동,부산 강서구 대저2동 624-34 ,부산 강서구 대저2동 559-26 ,3.4,4.5,19,22,40,10
 ,부산광역시 연제구 연산동 ,부산 연제구 연산동 2311,부산 연제구 연산동 352 ,3,4.4,19,22,40,10
 ,부산광역시 동래구 온천동 ,부산 동래구 온천동 477-5,부산 동래구 온천동 480-2,3.3,4.5,19,21,40,10
 ,부산광역시 연제구 거제동 ,부산 연제구 거제동 1499-1,부산 연제구 거제동 1501,3.3,4.5,19,21,40,10
 ,부산광역시 금정구 구서동 ,부산 금정구 구서동 262 ,부산 금정구 구서동 368 ,3.3,4.5,19,21,32.4,10
 ,부산광역시 북구 화명동,부산 북구 화명동 1718-7,부산 북구 화명동 1718-3,3.3,4.5,19,21,40,10
 ,부산광역시 연제구 거제동 ,부산 연제구 거제동 597-21,부산 연제구 거제동 585-47,3.3,4.5,19,21,40,10
 ,부산광역시 북구 덕천동,부산 북구 덕천동 462,부산 북구 덕천동 373-1,3,4,19,22,40,10
 ,부산광역시 해운대구 우동 ,부산 해운대구 우동 1412,부산 해운대구 우동 1411,3.3,4.5,19,21,40,10
 ,부산광역시 해운대구 중동 ,부산 해운대구 중동 1097-13 ,부산 해운대구 중동 1167-7,3.3,4.5,19,21,40,10
 ,부산광역시 해운대구 우동 ,부산 해운대구 우동 1181-8,부산 해운대구 우동 938 ,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 대항동 ,부산 강서구 대항동 산 13-31 ,부산 강서구 대항동 산 13-31 ,3,4,19,22,40,10
 ,부산광역시 기장군 정관읍 두명리,임곡교차로,임곡교차로,3,4,19,22,40,10
 ,부산광역시 사하구 다대동 ,부산 사하구 다대동 1548-8,부산 사하구 다대동 1543,3.3,4.5,19,21,40,10
 ,부산광역시 사하구 하단동 ,부산 사하구 하단동 1181-2,부산 사하구 하단동 1188,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 명지동 ,부산 강서구 명지동 3385,부산 강서구 명지동 3385,3.3,4.5,19,21,40,10
 ,부산광역시 해운대구 우동 ,부산 해운대구 우동 1291,부산 해운대구 우동 1524,3.3,4.5,19,21,40,10
 ,부산광역시 해운대구 우동 ,부산 해운대구 우동 1527,부산 해운대구 우동 1528,3.3,4.5,19,21,40,10
 ,부산광역시 해운대구 반여동,부산 해운대구 반여동 529-2,부산 해운대구 반여동 559,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 기장읍 청강리,부산 기장군 기장읍 청강리 767-8 ,부산 기장군 기장읍 청강리 767-20,3.3,4.5,19,21,40,10
 ,부산광역시 해운대구 반여동,부산 해운대구 반여동 1647,부산 해운대구 반여동 1649,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 기장읍 서부리,부산 기장군 기장읍 서부리 402 ,부산 기장군 기장읍 서부리 456 ,3.3,4.5,19,21,40,10
 ,부산광역시 해운대구 좌동 ,부산 해운대구 좌동 1297-2,부산 해운대구 좌동 1298,3.3,4.5,19,21,40,10
 ,부산광역시 해운대구 반송동,부산 해운대구 반송동 286,부산 해운대구 반송동 786,3.3,4.5,19,21,40,10
 ,부산광역시 해운대구 우동 ,부산 해운대구 우동 1467,부산 해운대구 우동 1524,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 정관읍 달산리,부산 기장군 정관읍 달산리 417-24,부산 기장군 정관읍 달산리 산 21-1,3,4.4,19,22,40,10
 ,부산광역시 수영구 남천동 ,부산 수영구 남천동 78,부산 수영구 남천동 67-1,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 일광면 동백리,부산 기장군 일광면 동백리 405-3 ,부산 기장군 일광면 동백리 417-1 ,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 장안읍 길천리,부산 기장군 장안읍 길천리 450-9 ,월내교차로,3,4,19,22,40,10
 ,부산광역시 부산진구 부암동,부산 부산진구 부암동 303-6,부산 부산진구 부암동 49-5,3.3,4.5,19,21,40,10
 ,부산광역시 수영구 광안동 ,부산 수영구 광안동 1332,부산 수영구 광안동 205 ,3.3,4.5,19,21,40,10
 ,부산광역시 금정구 구서동 ,부산 금정구 구서동 482 ,부산 금정구 구서동 481-1,3.3,4.5,19,24,40,10
 ,부산광역시 금정구 장전동 ,부산 금정구 장전동 241-11,부산 금정구 장전동 241-11,3.3,4.5,19,21,40,10
 ,부산광역시 동래구 안락동 ,부산 동래구 안락동 472-57,부산 동래구 안락동 470-8,3.3,4.5,19,21,40,10
 ,부산광역시 해운대구 반송동,부산 해운대구 반송동 892,부산 해운대구 반송동 892,3,4.4,19,22,40,10
 ,부산광역시 기장군 정관읍 용수리,부산 기장군 정관읍 용수리 1279,부산 기장군 정관읍 용수리 1340,3,4.4,19,22,40,10
 ,부산광역시 영도구 동삼동 ,부산 영도구 동삼동 175-22,부산광역시 영도구 동삼동,3.3,4.5,19,21,40,10
 ,부산광역시 남구 용당동,부산 남구 용당동 123-10,부산 남구 용당동 90-11,3.3,4.5,19,21,40,10
 ,부산광역시 남구 대연동,부산 남구 대연동 1630-9,부산 남구 대연동 599-1,3.3,4.5,19,21,40,10
 ,부산광역시 사상구 주례동 ,부산 사상구 주례동 221-2,부산 사상구 주례동 10-21,3.3,4.5,19,21,40,10
 ,부산광역시 사상구 주례동 ,부산 사상구 주례동 221-2,부산 사상구 주례동 239 ,3,4.4,19,22,40,10
 ,부산광역시 동구 초량동,부산 동구 초량동 1187-1,부산 동구 초량동 1187-1,3,4.4,19,22,40,10
 ,부산광역시 동구 초량동,부산 동구 초량동 1187-1,부산 동구 초량동 1185-42,3,4.4,19,22,40,10
 ,부산광역시 부산진구 전포동,부산 부산진구 전포동 892-19 ,부산 부산진구 전포동 892-18 ,3.3,4.4,19,21,40,10
 ,부산광역시 남구 용호동,부산 남구 용호동 172-2,부산 남구 용호동 176-8,3.3,4.5,19,21,40,10
 ,부산광역시 남구 용호동,부산 남구 용호동 172-2,부산 남구 용호동 172-2,3.3,4.5,19,21,40,10
 ,부산광역시 남구 용호동,부산 남구 용호동 172-2,부산 남구 용호동 176-30,3.3,4.5,19,21,40,10
 ,부산광역시 남구 대연동,부산 남구 대연동 245-189,부산 남구 대연동 245-189,3,4.4,19,22,40,10
 ,부산광역시 남구 용호동,부산 남구 용호동 176-8,부산 남구 용호동 176-8,3.3,4.5,19,21,40,10
 ,부산광역시 동구 범일동,부산 동구 범일동 830-15,부산 동구 범일동 830-296,3.3,4.5,19,21,40,10
 ,부산광역시 영도구 청학동 ,부산 영도구 청학동 1-49,부산 영도구 청학동 1-147,3.3,4.5,19,21,40,10
 ,부산광역시 사하구 다대동 ,부산 사하구 다대동 96-1,부산 사하구 다대동 96-1,3.3,4.5,19,21,40,10
 ,부산광역시 사상구 주례동 ,부산 사상구 주례동 1010-3,부산 사상구 주례동 산 120-26,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 명지동 ,부산 강서구 명지동 3624,부산 강서구 명지동 3622,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 명지동 ,부산 강서구 명지동 3624,부산 강서구 명지동 3625,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 명지동 ,부산 강서구 명지동 607-641 ,부산 강서구 명지동 607-641 ,3,4.4,19,22,40,10
 ,부산광역시 강서구 명지동 ,부산 강서구 명지동 607-577 ,부산 강서구 명지동 607-641 ,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 명지동 ,부산 강서구 명지동 3350,부산 강서구 명지동 3348,3.3,4.5,19,21,40,10
 ,부산광역시 북구 화명동,산성TG ,산성교차로,3,4,19,22,40,10
 ,부산광역시 북구 화명동,산성TG ,부산광역시 북구 화명동 204-4 ,3,4,19,22,40,10
 ,부산광역시 북구 화명동,부산광역시 북구 화명동 204-4 ,산성TG ,3,4,19,22,40,10
 ,부산광역시 북구 화명동,부산광역시 북구 화명동 204-4 ,산성TG ,3,4,19,22,40,10
 ,부산광역시 사상구 감전동 ,부산 사상구 감전동 177 ,부산 사상구 괘법동 578 ,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 대저2동,부산 강서구 대저2동 2410,부산 강서구 대저2동 3135,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 대저2동,부산 강서구 대저2동 3135,부산 강서구 대저2동 3135,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 대저1동,부산 강서구 대저1동 2892-1 ,부산 강서구 대저1동 2892-4 ,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 대저2동,부산 강서구 대저2동 1228-12,부산 강서구 대저2동 2018-2 ,3.3,4.5,19,21,40,10
 ,부산광역시 영도구 영선동4가 ,부산 영도구 영선동4가 261-1 ,부산 영도구 영선동4가 245-1 ,3.3,4.5,19,21,40,10
 ,부산광역시 서구 암남동,부산 서구 암남동 123-55,부산 서구 암남동 123-13,3,4.4,19,22,40,10
 ,부산광역시 서구 암남동,부산 서구 암남동 761,부산 서구 암남동 761-2,3,4.4,19,22,40,10
 ,부산광역시 서구 암남동,부산 서구 암남동 724,부산 서구 암남동 724,3,4.4,19,22,40,10
 ,부산광역시 서구 암남동,부산 서구 암남동 724,부산 서구 암남동 724,3,4.4,19,22,40,10
 ,부산광역시 서구 암남동,부산 서구 암남동 759-1,부산 서구 암남동 759-2,3.3,4.5,19,21,40,10
 ,부산광역시 부산진구 부전동,부산 부산진구 부전동 573-1,부산 부산진구 부전동 573-1,3.3,4.5,19,21,40,10
 ,부산광역시 중구 중앙동4가,부산 중구 중앙동4가 91 ,부산광역시 중구 중앙동4가 ,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 정관읍 월평리,월평교차로,월평교차로,3.4,4.5,19,24,40,10
 ,부산광역시 강서구 동선동 ,부산 강서구 동선동 1071-3,부산 강서구 동선동 1069-3,3,4.4,19,22,40,10
 ,부산광역시 강서구 성북동 ,부산 강서구 성북동 1499,부산 강서구 성북동 1499,3,4.5,19,22,40,10
 ,부산광역시 강서구 구랑동 ,부산 강서구 구랑동 1267-1,부산 강서구 구랑동 1267,3,4.4,19,22,40,10
 ,부산광역시 강서구 미음동 ,부산 강서구 미음동 1603,부산 강서구 미음동 1603,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 미음동 ,부산 강서구 미음동 1603,부산 강서구 미음동 산 61-7,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 명지동 ,부산 강서구 명지동 3290,부산 강서구 명지동 3246,3.3,4.5,19,21,40,10
 ,부산광역시 남구 대연동,부산 남구 대연동 713-5,부산 남구 용당동 532-20,3.3,4.5,19,21,40,10
 ,부산광역시 북구 덕천동,부산 북구 덕천동 597,부산 북구 덕천동 597-4,3.3,4.5,19,21,40,10
 ,부산광역시 해운대구 중동 ,부산 해운대구 중동 1792,부산 해운대구 중동 1539,3,4.4,19,22,40,10
 ,부산광역시 기장군 기장읍 청강리,부산 기장군 기장읍 청강리 767-20,부산 기장군 기장읍 청강리 852-2 ,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 기장읍 연화리,부산 기장군 기장읍 연화리 산 14,부산 기장군 기장읍 연화리 산 13,3,4.4,19,22,40,10
 ,부산광역시 기장군 기장읍 연화리,부산 기장군 기장읍 연화리 산 14,부산 기장군 기장읍 대변리 산 68,3,4.4,19,22,40,10
 ,부산광역시 기장군 일광면 이천리,이천교차로,이천교차로,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 일광면 이천리,이천교차로,이천교차로,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 기장읍 교리,부산 기장군 기장읍 교리 160-1,부산 기장군 기장읍 교리 172,3,4.4,19,22,40,10
 ,부산광역시 강서구 미음동 ,부산 강서구 미음동 산 75-1,부산 강서구 미음동 산 68-1,3.4,4.4,19,24,40,10
 ,부산광역시 강서구 미음동 ,부산 강서구 미음동 산 75-1,미음교차로,3.4,4.4,19,24,40,10
 ,부산광역시 강서구 미음동 ,부산 강서구 미음동 1572-2,부산 강서구 미음동 1712,3.3,4.4,19,21,40,10
 ,부산광역시 강서구 명지동 ,부산 강서구 명지동 3361,부산 강서구 명지동 3355,3.3,4.5,19,21,40,10
 ,부산광역시 사하구 다대동 ,부산 사하구 다대동 25-4,부산 사하구 다대동 25-4,3.3,4.5,19,21,40,10
 ,부산광역시 사상구 괘법동 ,부산 사상구 괘법동 209 ,부산 사상구 괘법동 산 1-23,3,4,19,22,40,10
 ,부산광역시 사상구 괘법동 ,부산 사상구 괘법동 209 ,부산 사상구 괘법동 209 ,3,4.4,19,22,40,10
 ,부산광역시 사하구 감천동 ,부산 사하구 감천동 824-13,부산 사하구 괴정동 472-4,3,4.4,19,22,40,10
 ,부산광역시 사하구 신평동 ,부산 사하구 신평동 409-9,부산 사하구 신평동 408 ,3,4.4,19,22,40,10
 ,부산광역시 남구 용호동,부산 남구 용호동 176-30,부산 남구 용호동 176-30,3.3,4.5,19,21,40,10
