도로명칭,출발지 법정동명,출발지 이름,도착지 이름,제한너비,제한높이,제한길이(단일차량),제한길이(연결차량),총중량,축중량
 ,부산광역시 북구 만덕동,부산 북구 만덕동 956,부산 북구 만덕동 955-5,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 철마면 고촌리,부산 기장군 철마면 고촌리 668 ,부산 기장군 철마면 고촌리 692 ,3,4.4,19,22,40,10
 ,부산광역시 기장군 장안읍 기룡리,부산 기장군 장안읍 기룡리 373 ,부산 기장군 장안읍 기룡리 373 ,3,4.4,19,22,40,10
 ,부산광역시 부산진구 부암동,부산 부산진구 부암동 49-5,부산 부산진구 부암동 303-6,3.3,4.5,19,21,40,10
 ,부산광역시 중구 대청동1가,부산 중구 대청동1가 43-1,부산 중구 대청동1가 50-1,3,4.4,19,22,40,10
 ,부산광역시 남구 대연동,부산 남구 대연동 1878 ,부산 남구 대연동 1875 ,3,4.4,19,22,40,10
 ,부산광역시 동래구 온천동 ,부산 동래구 온천동 777-19,부산 동래구 온천동 758-12,3.3,4.5,19,21,40,10
 ,부산광역시 부산진구 개금동,부산 부산진구 개금동 635,부산 부산진구 개금동 613-1,3.3,4.5,19,21,40,10
 ,부산광역시 동래구 사직동 ,부산 동래구 사직동 141-10,부산 동래구 사직동 161-1,3,4.4,19,22,40,10
 ,부산광역시 해운대구 좌동 ,부산 해운대구 좌동 1388,부산 해운대구 좌동 1395,3.3,4.5,19,21,40,10
 ,부산광역시 서구 서대신동3가 ,부산 서구 서대신동3가 694-1 ,부산 서구 서대신동3가 694-1 ,3,4.4,19,22,40,10
 ,부산광역시 남구 감만동,감만사거리,부산 남구 감만동 620,3.3,4.5,19,21,40,10
 ,부산광역시 남구 문현동,부산 남구 문현동 363-1,부산 남구 문현동 363-10,3.3,4.5,19,21,40,10
 ,부산광역시 사하구 당리동 ,부산 사하구 당리동 313-6,부산 사하구 당리동 315 ,3.3,4.5,19,21,40,10
 ,부산광역시 사하구 당리동 ,부산 사하구 당리동 17-6,부산 사하구 당리동 17,3,4.4,19,22,40,10
 ,부산광역시 사하구 하단동 ,부산 사하구 하단동 1149-12 ,부산 사하구 하단동 1149-7,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 명지동 ,부산 강서구 명지동 3230-11 ,부산 강서구 명지동 3230-10 ,3.3,4.5,19,21,40,10
 ,부산광역시 사하구 하단동 ,부산 사하구 하단동 1149-37 ,부산 사하구 하단동 1149-13 ,3.3,4.4,19,21,40,10
 ,부산광역시 강서구 명지동 ,부산 강서구 명지동 3526,부산 강서구 명지동 3528,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 명지동 ,부산 강서구 명지동 3526,부산 강서구 명지동 3530,3,4.4,19,22,40,10
 ,부산광역시 남구 용호동,부산 남구 용호동 197-2,부산 남구 용호동 197-2,3,4.4,19,22,40,10
 ,부산광역시 강서구 대저2동,부산 강서구 대저2동 2018-2 ,부산 강서구 대저2동 1842-4 ,3.3,4.5,19,21,40,10
 ,부산광역시 사하구 구평동 ,부산 사하구 구평동 454-19,부산 사하구 구평동 143-6,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 미음동 ,부산광역시 강서구 미음동 1702 ,부산광역시 강서구 미음동 1702 ,3,4,19,22,40,10
 ,부산광역시 강서구 미음동 ,부산광역시 강서구 미음동 1702 ,부산광역시 강서구 미음동 1700 ,3,4,19,22,40,10
 ,부산광역시 금정구 부곡동 ,부산광역시 금정구 부곡동 63-11,부산광역시 금정구 부곡동 398-1,3,4,19,22,40,10
 ,부산광역시 북구 화명동,부산광역시 북구 화명동 204-4 ,산성교차로,3,4,19,22,40,10
 ,부산광역시 기장군 장안읍 길천리,월내교차로,월내교차로,3,4,19,22,40,10
 ,부산광역시 강서구 구랑동 ,부산 강서구 구랑동 1271,부산 강서구 구랑동 1269,3,4.4,19,22,40,10
 ,부산광역시 강서구 송정동 ,부산 강서구 송정동 1491,부산 강서구 송정동 1751-2,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 화전동 ,부산 강서구 화전동 651 ,부산 강서구 화전동 652 ,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 대저2동,부산 강서구 대저2동 3141-8 ,부산 강서구 대저2동 3139,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 대저2동,부산 강서구 대저2동 2797,부산 강서구 대저2동 2797,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 대저1동,부산 강서구 대저1동 1-6,부산 강서구 대저1동 670-240,3,4,19,22,40,10
 ,부산광역시 강서구 대저2동,부산 강서구 대저2동 1932-1 ,부산 강서구 대저2동 1228-12,3.3,4.5,19,21,40,10
 ,부산광역시 서구 암남동,부산 서구 암남동 611-5,부산 서구 암남동 611-3,3.3,4.5,19,21,40,10
 ,부산광역시 서구 암남동,부산 서구 암남동 87-2 ,부산 서구 암남동 676-1,3.3,4.5,19,21,40,10
 ,부산광역시 남구 용당동,부산 남구 용당동 168-25,부산 남구 용당동 168-35,3.3,4.5,19,21,40,10
 ,부산광역시 동래구 안락동 ,안락교차로,안락교차로,3.3,4.5,19,21,40,10
 ,부산광역시 연제구 연산동 ,부산 연제구 연산동 1584-79 ,부산 연제구 연산동 2322,3,4.4,19,22,40,10
 ,부산광역시 동래구 사직동 ,부산 동래구 사직동 1041,부산 동래구 사직동 260-3,3,4.4,19,22,40,10
 ,부산광역시 동래구 낙민동 ,부산 동래구 낙민동 127-4,부산 동래구 낙민동 127-4,3.3,4.5,19,21,40,10
 ,부산광역시 동래구 낙민동 ,부산 동래구 낙민동 127-4,부산 동래구 낙민동 127-4,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 장안읍 반룡리,부산 기장군 장안읍 반룡리 871 ,부산광역시 기장군 장안읍 반룡리918,3.3,4.5,19,21,40,10
 ,부산광역시 부산진구 당감동,부산 부산진구 당감동 792-14 ,부산 부산진구 당감동 792-20 ,3.3,4.4,19,21,40,10
 ,부산광역시 수영구 광안동 ,부산 수영구 광안동 779 ,부산 수영구 광안동 503-1,3.3,4.5,19,21,40,10
 ,부산광역시 영도구 청학동 ,부산 영도구 청학동 475-8,부산 영도구 청학동 475-27,3.3,4.5,19,21,40,10
 ,부산광역시 연제구 연산동 ,부산 연제구 연산동 2335,부산 연제구 연산동 1519,3.3,4.5,19,21,40,10
 ,부산광역시 동래구 명장동 ,부산 동래구 명장동 617 ,부산 동래구 명장동 557-5,3.3,4.5,19,21,40,10
 ,부산광역시 수영구 남천동 ,부산 수영구 남천동 567 ,부산 수영구 남천동 545 ,3.3,4.5,19,21,40,10
 ,부산광역시 동구 초량동,부산 동구 초량동 1187-1,부산 동구 초량동 1187-1,3,4.4,19,22,40,10
 ,부산광역시 부산진구 개금동,부산 부산진구 개금동 565-38 ,부산 부산진구 개금동 624,3.3,4.5,19,21,40,10
 ,부산광역시 영도구 봉래동2가 ,부산 영도구 봉래동2가 174,부산 영도구 봉래동2가 151-10,3,4.4,19,22,40,10
 ,부산광역시 동구 범일동,부산 동구 범일동 134-5,부산 동구 범일동 111-10,3.3,4.5,19,21,40,10
 ,부산광역시 사하구 장림동 ,부산 사하구 장림동 1033-2,부산 사하구 장림동 1033-3,3.3,4.5,19,21,40,10
 ,부산광역시 사하구 신평동 ,부산 사하구 신평동 472-1,부산 사하구 신평동 583 ,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 명지동 ,부산 강서구 명지동 3600-1,부산 강서구 명지동 3627,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 대저1동,부산 강서구 대저1동 391-2,부산 강서구 대저1동 2523,3.3,4.5,19,21,40,10
 ,부산광역시 사상구 모라동 ,부산 사상구 모라동 1370-2,부산 사상구 모라동 1362,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 명지동 ,부산 강서구 명지동 3630,부산 강서구 명지동 3631,3.3,4.5,19,21,40,10
 ,부산광역시 연제구 거제동 ,부산광역시 연제구 거제동 1519 ,부산광역시 연제구 거제동 305-32,3,4,19,22,40,10
 ,부산광역시 금정구 부곡동 ,부산광역시 금정구 부곡동 223-1,부산광역시 금정구 부곡동 398,3,4,19,22,40,10
 ,부산광역시 금정구 부곡동 ,부산광역시 금정구 부곡동 223-1,부산광역시 금정구 부곡동 398-1,3,4,19,22,40,10
 ,부산광역시 북구 화명동,부산광역시 북구 화명동 204-4 ,부산광역시 북구 화명동 204-4 ,3,4,19,22,40,10
 ,부산광역시 강서구 송정동 ,부산 강서구 송정동 1600,부산 강서구 송정동 1620,3.3,4.5,19,21,40,10
 ,부산광역시 사상구 감전동 ,부산 사상구 감전동 873-2,부산 사상구 삼락동 29-8,3,4.4,19,22,40,10
 ,부산광역시 사상구 감전동 ,부산 사상구 감전동 165-10,부산 사상구 감전동 176 ,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 봉림동 ,부산 강서구 봉림동 1040-1,부산 강서구 봉림동 864 ,3,4,19,22,40,10
 ,부산광역시 강서구 봉림동 ,부산 강서구 봉림동 1040-1,부산 강서구 봉림동 865 ,3,4.4,19,22,40,10
 ,부산광역시 서구 암남동,부산 서구 암남동 732,부산 서구 암남동 724,3,4.4,19,22,40,10
 ,부산광역시 영도구 동삼동 ,부산 영도구 동삼동 516-1,부산 영도구 동삼동 510-39,3.3,4.5,19,21,40,10
 ,부산광역시 영도구 동삼동 ,부산 영도구 동삼동 1164,부산 영도구 동삼동 1153-2,3,4.4,19,22,40,10
 ,부산광역시 남구 감만동,감만동,부산 남구 감만동 620,3.3,4.5,19,21,40,10
 ,부산광역시 동래구 사직동 ,부산 동래구 사직동 588-6,부산 동래구 사직동 588-6,3,4.4,19,22,40,10
 ,부산광역시 금정구 남산동 ,부산 금정구 남산동 374-75,부산 금정구 남산동 374-75,3,4.4,19,22,40,10
 ,부산광역시 해운대구 우동 ,부산 해운대구 우동 1414,부산 해운대구 우동 1417,3.3,4.5,19,21,40,10
 ,부산광역시 해운대구 우동 ,부산 해운대구 우동 1291-33 ,부산 해운대구 우동 1127-53 ,3.3,4.5,19,21,40,10
 ,부산광역시 해운대구 우동 ,부산 해운대구 우동 1291-33 ,부산 해운대구 우동 1127-66 ,3.3,4.5,19,21,40,10
 ,부산광역시 해운대구 우동 ,부산 해운대구 우동 1417-1,부산 해운대구 우동 1419-2,3,4.4,19,22,40,10
 ,부산광역시 해운대구 좌동 ,부산 해운대구 좌동 1422,부산 해운대구 좌동 1434,3.3,4.5,19,21,40,10
 ,부산광역시 해운대구 반송동,부산 해운대구 반송동 260-5,부산 해운대구 반송동 260-8,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 장안읍 기룡리,부산 기장군 장안읍 명례리 933 ,부산 기장군 장안읍 명례리 931 ,3,4,19,22,40,10
 ,부산광역시 기장군 정관읍 병산리,부산 기장군 정관읍 병산리 산 2-1 ,부산 기장군 정관읍 병산리 산 2-1 ,3,4,19,22,40,10
 ,부산광역시 강서구 성북동 ,부산 강서구 성북동 1499,부산 강서구 성북동 1501,3,4.5,19,22,40,10
 ,부산광역시 강서구 성북동 ,부산 강서구 성북동 1499,부산 강서구 성북동 1499,3,4.5,19,22,40,10
 ,부산광역시 강서구 성북동 ,부산 강서구 성북동 1499,부산 강서구 성북동 1499,3,4.5,19,22,40,10
 ,부산광역시 강서구 성북동 ,2번신호등,부산 강서구 성북동 1512,3.3,4.4,19,21,40,10
 ,부산광역시 강서구 성북동 ,2번신호등,부산 강서구 성북동 1499,3,4.5,19,22,40,10
 ,부산광역시 강서구 송정동 ,부산 강서구 송정동 1763,부산 강서구 송정동 1716,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 천성동 ,부산 강서구 천성동 1653,부산 강서구 천성동 1646,3,4.4,19,22,40,10
 ,부산광역시 강서구 천성동 ,부산 강서구 천성동 1653,부산 강서구 천성동 1647,3,4,19,22,40,10
 ,부산광역시 강서구 구랑동 ,부산 강서구 구랑동 1255,부산 강서구 구랑동 1259,3,4.4,19,22,40,10
 ,부산광역시 강서구 구랑동 ,부산 강서구 구랑동 1255,부산 강서구 구랑동 1255,3,4.4,19,22,40,10
 ,부산광역시 강서구 미음동 ,부산 강서구 미음동 1603,부산 강서구 미음동 1603,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 기장읍 청강리,부산 기장군 기장읍 청강리 산 69-5,부산 기장군 기장읍 청강리 785-17,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 기장읍 당사리,부산 기장군 기장읍 석산리 296 ,부산 기장군 기장읍 석산리 296 ,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 기장읍 당사리,부산 기장군 기장읍 석산리 296 ,동부산IC,3.3,4.5,19,21,40,10
 ,부산광역시 사하구 다대동 ,부산 사하구 다대동 25-8,부산 사하구 다대동 120-23,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 명지동 ,부산 강서구 명지동 3234,부산 강서구 명지동 3276,3.3,4.5,19,21,40,10
 ,부산광역시 해운대구 재송동,해운대경찰서앞 ,부산 해운대구 재송동 1015-2 ,3.3,4.4,19,21,40,10
 ,부산광역시 북구 화명동,부산 북구 화명동 2303 ,부산 북구 화명동 2257 ,3.3,4.5,19,21,40,10
 ,부산광역시 연제구 거제동 ,부산 연제구 거제동 507-5,부산 연제구 거제동 840 ,3.3,4.5,19,21,40,10
 ,부산광역시 수영구 망미동 ,부산 수영구 망미동 42-1,부산 수영구 망미동 1154,3,4.4,19,22,40,10
 ,부산광역시 동래구 온천동 ,부산 동래구 온천동 1241-1,부산 동래구 온천동 1197-3,3.3,4.5,19,21,40,10
 ,부산광역시 동래구 온천동 ,부산 동래구 온천동 137-4,부산 동래구 온천동 137-7,3.3,4.5,19,21,40,10
 ,부산광역시 연제구 연산동 ,부산 연제구 연산동 2298,부산 연제구 연산동 1612,3.3,4.5,19,21,40,10
 ,부산광역시 금정구 두구동 ,부산 금정구 두구동 1641,부산 금정구 두구동 1641,3.3,4.5,19,21,40,10
 ,부산광역시 해운대구 좌동 ,부산 해운대구 좌동 1318,부산 해운대구 좌동 1333,3.3,4.5,19,21,40,10
 ,부산광역시 사하구 괴정동 ,부산 사하구 괴정동 952-1,부산 사하구 괴정동 484-2,3,4.4,19,22,40,10
 ,부산광역시 강서구 범방동 ,부산 강서구 범방동 1959,부산 강서구 범방동 1954,3,4,19,22,40,10
 ,부산광역시 기장군 기장읍 대라리,부산 기장군 기장읍 대라리 193 ,부산 기장군 기장읍 청강리 711 ,3.3,4.5,19,21,40,10
 ,부산광역시 해운대구 반송동,부산 해운대구 반송동 878,부산 해운대구 반송동 888,3,4.4,19,22,40,10
 ,부산광역시 해운대구 좌동 ,부산 해운대구 좌동 1402,부산 해운대구 좌동 1396,3.3,4.5,19,21,40,10
 ,부산광역시 해운대구 우동 ,부산 해운대구 우동 18,부산 해운대구 우동 18-1,3,4.5,19,21,40,10
 ,부산광역시 기장군 기장읍 대변리,부산 기장군 기장읍 대변리 304-19,부산 기장군 기장읍 대변리 274-17,3,4.4,19,22,40,10
 ,부산광역시 기장군 철마면 장전리,부산 기장군 철마면 장전리 315-1 ,부산 기장군 철마면 와여리 537-6 ,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 일광면 이천리,부산 기장군 일광면 이천리 908-90,부산 기장군 일광면 이천리 767-2 ,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 정관읍 달산리,부산 기장군 정관읍 달산리 1041-2,부산 기장군 정관읍 달산리 1040,3.3,4.4,19,21,40,10
 ,부산광역시 기장군 기장읍 교리,부산 기장군 기장읍 교리 252,부산 기장군 기장읍 교리 2,3,4.4,19,22,40,10
 ,부산광역시 기장군 정관읍 매학리,부산 기장군 정관읍 매학리 산 8-3 ,부산 기장군 정관읍 매학리 산 8-3 ,3,4.4,19,22,40,10
 ,부산광역시 기장군 정관읍 용수리,부산 기장군 정관읍 용수리 1318,부산 기장군 정관읍 용수리 1346,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 범방동 ,부산 강서구 범방동 1833,경남 김해시 수가동 1333,3.3,4.5,19,21,40,10
 ,부산광역시 영도구 동삼동 ,부산 영도구 동삼동 588-10,부산 영도구 동삼동 588-10,3,4.4,19,22,40,10
 ,부산광역시 영도구 동삼동 ,부산 영도구 동삼동 1015-1,부산 영도구 동삼동 1011,3,4.4,19,22,40,10
 ,부산광역시 영도구 동삼동 ,부산 영도구 동삼동 1015-1,부산 영도구 동삼동 1015-13 ,3,4,19,22,40,10
 ,부산광역시 영도구 동삼동 ,부산 영도구 동삼동 436-4,부산 영도구 동삼동 363-4,3.3,4.5,19,21,40,10
 ,부산광역시 금정구 구서동 ,부산 금정구 구서동 산 39,부산 금정구 구서동 산 39,3,4.4,19,22,40,10
 ,부산광역시 해운대구 좌동 ,부산 해운대구 좌동 1454,부산 해운대구 좌동 1450,3.3,4.5,19,21,40,10
 ,부산광역시 해운대구 중동 ,부산 해운대구 중동 산 108-4 ,부산 해운대구 중동 1509-3,3.3,4.5,19,21,40,10
 ,부산광역시 해운대구 우동 ,부산 해운대구 우동 730-28,부산 해운대구 우동 721 ,3.3,4.5,19,21,40,10
 ,부산광역시 해운대구 좌동 ,부산 해운대구 좌동 1487,부산 해운대구 좌동 1487,3.3,4.5,19,21,40,10
 ,부산광역시 수영구 민락동 ,부산 수영구 민락동 316-2,부산 수영구 민락동 316-2,3.3,4.5,19,21,40,10
 ,부산광역시 해운대구 좌동 ,부산 해운대구 좌동 1362,부산 해운대구 우동 1139-20 ,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 정관읍 두명리,부산 기장군 정관읍 두명리 254-47,부산 기장군 정관읍 월평리 18-2,3,4,19,22,40,10
 ,부산광역시 기장군 정관읍 두명리,부산 기장군 정관읍 두명리 254-47,부산 기장군 정관읍 두명리 254-47,3,4,19,22,40,10
 ,부산광역시 기장군 정관읍 두명리,부산 기장군 정관읍 두명리 254-47,부산 기장군 정관읍 두명리 254-47,3,4,19,22,40,10
 ,부산광역시 기장군 정관읍 모전리,부산 기장군 정관읍 모전리 21-3,부산 기장군 정관읍 모전리 21,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 장안읍 명례리,2번신호등,부산 기장군 장안읍 명례리 930 ,3,4.4,19,22,40,10
 ,부산광역시 강서구 신호동 ,부산 강서구 신호동 302-2,부산 강서구 신호동 301 ,3,4.4,19,22,40,10
 ,부산광역시 금정구 장전동 ,부산 금정구 장전동 717 ,부산 금정구 장전동 718 ,3.3,4.5,19,21,40,10
 ,부산광역시 금정구 장전동 ,부산 금정구 장전동 717 ,부산 금정구 장전동 717 ,3.3,4.5,19,21,40,10
 ,부산광역시 동래구 온천동 ,부산 동래구 온천동 1832,부산 동래구 온천동 444-1,3.3,4.5,19,21,40,10
 ,부산광역시 남구 대연동,부산 남구 대연동 1756-27,부산 남구 대연동 1756-27,3.3,4.5,19,21,40,10
 ,부산광역시 수영구 민락동 ,부산 수영구 민락동 136-3,부산 수영구 민락동 135-3,3,4.4,19,22,40,10
 ,부산광역시 해운대구 중동 ,부산 해운대구 중동 1793,부산 해운대구 좌동 1335,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 기장읍 시랑리,부산 기장군 기장읍 시랑리 724 ,부산 기장군 기장읍 시랑리 724 ,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 기장읍 시랑리,부산 기장군 기장읍 시랑리 724 ,부산 기장군 기장읍 시랑리 720 ,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 정관읍 모전리,부산 기장군 정관읍 모전리 720 ,부산 기장군 정관읍 모전리 786 ,3.3,4.5,19,21,40,10
 ,부산광역시 사상구 삼락동 ,부산 사상구 삼락동 29-8,부산 사상구 삼락동 29-8,3.3,4.5,19,21,40,10
 ,부산광역시 사상구 삼락동 ,부산 사상구 삼락동 29-8,부산 사상구 삼락동 29-8,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 대저2동,부산 강서구 대저2동 1982-2 ,부산 강서구 대저2동 1982-2 ,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 대저1동,부산 강서구 대저1동 2314-12,부산 강서구 대저1동 1-9,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 명지동 ,부산 강서구 명지동 1600-1,부산 강서구 명지동 3393,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 명지동 ,부산 강서구 명지동 1600-1,부산 강서구 명지동 3394,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 명지동 ,부산 강서구 명지동 1600-1,부산 강서구 명지동 1581,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 명지동 ,부산 강서구 명지동 1600-1,부산 강서구 명지동 1627-1,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 명지동 ,부산 강서구 명지동 1627-1,부산 강서구 명지동 3362,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 미음동 ,부산 강서구 미음동 산 60-4,부산 강서구 미음동 산 58-3,3.4,4.4,19,24,40,10
 ,부산광역시 강서구 미음동 ,미음교차로,미음교차로,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 미음동 ,미음교차로,미음교차로,3.3,4.4,19,21,40,10
 ,부산광역시 사하구 다대동 ,부산 사하구 다대동 1595,부산 사하구 다대동 1595,3.3,4.5,19,21,40,10
 ,부산광역시 사하구 다대동 ,부산 사하구 다대동 1595,부산 사하구 다대동 1595,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 명지동 ,부산 강서구 명지동 3234,부산 강서구 명지동 3278,3.3,4.5,19,21,40,10
 ,부산광역시 연제구 거제동 ,부산광역시 연제구 거제동,부산 연제구 거제동 708-4,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 기장읍 석산리,부산 기장군 기장읍 석산리 293 ,부산 기장군 기장읍 석산리 295 ,3,4.4,19,22,40,10
 ,부산광역시 연제구 거제동 ,부산 연제구 거제동 630 ,부산 연제구 거제동 1470-8,3.3,4.5,19,21,40,10
 ,부산광역시 동래구 온천동 ,부산 동래구 온천동 397-3,부산 동래구 온천동 397-6,3.3,4.5,19,21,40,10
 ,부산광역시 동래구 안락동 ,부산 동래구 안락동 32-2,부산 동래구 안락동 472-57,3.3,4.5,19,21,40,10
 ,부산광역시 부산진구 양정동,부산 부산진구 양정동 378-62 ,부산 부산진구 양정동 458-20 ,3.3,4.5,19,21,40,10
 ,부산광역시 금정구 부곡동 ,부산 금정구 부곡동 14-8,부산 금정구 부곡동 14-8,3.3,4.5,19,21,40,10
 ,부산광역시 연제구 거제동 ,부산 연제구 거제동 1427-29 ,부산 연제구 거제동 1427-29 ,3.3,4.5,19,21,40,10
 ,부산광역시 해운대구 재송동,부산 해운대구 재송동 1262,부산 해운대구 재송동 1269,3.3,4.5,19,21,40,10
 ,부산광역시 동래구 명륜동 ,부산 동래구 명륜동 174-64,부산 동래구 명륜동 760 ,3,4.4,19,22,40,10
 ,부산광역시 북구 구포동,부산 북구 구포동 783-14,부산 북구 구포동 882-31,3.3,4.5,19,21,40,10
 ,부산광역시 금정구 구서동 ,부산 금정구 구서동 1036,부산 금정구 구서동 1006-2,3.3,4.5,19,21,40,10
 ,부산광역시 금정구 부곡동 ,부산광역시 금정구 부곡동 398-1,부산 금정구 부곡동 223-1,3.3,4.4,19,21,40,10
 ,부산광역시 강서구 대저1동,부산 강서구 대저1동 2796-1 ,부산 강서구 대저1동 2327-24,3.3,4.5,19,21,40,10
 ,부산광역시 해운대구 좌동 ,부산 해운대구 좌동 1275,부산 해운대구 좌동 1271,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 철마면 고촌리,부산 기장군 철마면 고촌리 693 ,부산 기장군 철마면 안평리 584-96,3.3,4.2,19,21,40,10
 ,부산광역시 기장군 기장읍 대변리,부산 기장군 기장읍 대변리 439-10,부산 기장군 기장읍 대변리 626-11,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 일광면 삼성리,부산 기장군 일광면 삼성리 547-6 ,부산 기장군 일광면 삼성리 692 ,3.5,4.5,19,25,40,10
 ,부산광역시 기장군 일광면 동백리,부산 기장군 일광면 동백리 459-1 ,부산 기장군 일광면 동백리 405-3 ,3.3,4.5,19,21,40,10
 ,부산광역시 동래구 수안동 ,부산 동래구 수안동 9-18,부산 동래구 수안동 122-2,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 일광면 이천리,이천교차로,이천교차로,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 장안읍 임랑리,부산 기장군 장안읍 임랑리 360-18,부산 기장군 장안읍 임랑리 200-1 ,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 장안읍 기룡리,부산 기장군 장안읍 기룡리 339-9 ,부산 기장군 장안읍 기룡리 373 ,3,4.4,19,22,40,10
 ,부산광역시 영도구 동삼동 ,부산 영도구 동삼동 1170,부산 영도구 동삼동 1122,3,4.4,19,22,40,10
 ,부산광역시 서구 암남동,부산 서구 암남동 764,부산 서구 암남동 135-8,3.3,4.5,19,21,40,10
 ,부산광역시 수영구 민락동 ,부산 수영구 민락동 187-1,부산 수영구 민락동 774 ,3.3,4.5,19,21,40,10
 ,부산광역시 영도구 청학동 ,부산 영도구 청학동 536 ,부산 영도구 청학동 533 ,3.3,4.5,19,21,40,10
 ,부산광역시 영도구 청학동 ,부산 영도구 청학동 147-38,부산 영도구 청학동 147-12,3.3,4.5,19,21,40,10
 ,부산광역시 부산진구 초읍동,부산 부산진구 초읍동 508,부산 부산진구 초읍동 508-1,3,4.4,19,22,40,10
 ,부산광역시 동래구 명륜동 ,부산 동래구 명륜동 788 ,부산 동래구 명륜동 113-5,3.3,4.5,19,21,40,10
 ,부산광역시 해운대구 중동 ,부산 해운대구 중동 1758,부산 해운대구 중동 1760,3.3,4.5,19,21,40,10
 ,부산광역시 남구 용호동,부산 남구 용호동 176-11,부산 남구 용호동 176-75,3.3,4.5,19,21,40,10
 ,부산광역시 남구 대연동,부산 남구 대연동 599-1,부산 남구 대연동 599-1,3.3,4.5,19,21,40,10
 ,부산광역시 남구 대연동,부산 남구 대연동 1266-2,부산 남구 대연동 1272 ,3.3,4.5,19,21,40,10
 ,부산광역시 남구 대연동,부산 남구 대연동 1015 ,부산 남구 대연동 918-1,3.3,4.5,19,21,40,10
 ,부산광역시 사하구 괴정동 ,부산 사하구 괴정동 698-20,부산 사하구 괴정동 697-11,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 일광면 문중리,부산광역시 기장군 일광면 문중리5 ,문중교차로,3,4,19,22,40,10
 ,부산광역시 기장군 일광면 문중리,부산광역시 기장군 일광면 문중리5 ,부산광역시 기장군 일광면 문중리7-2,3,4,19,22,40,10
 ,부산광역시 강서구 천성동 ,부산 강서구 천성동 800-1,부산광역시 강서구 천성동,3,4.4,19,22,40,10
 ,부산광역시 강서구 성북동 ,부산 강서구 성북동 1501,부산 강서구 성북동 1501,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 성북동 ,1번신호등,1번신호등,3.3,4.4,19,21,40,10
 ,부산광역시 강서구 성북동 ,부산 강서구 성북동 1519,부산 강서구 성북동 1519,3.3,4.5,19,21,40,10
 ,부산광역시 강서구 성북동 ,부산광역시 강서구 성북동,부산 강서구 성북동 1526,3.3,4.5,19,22,40,10
 ,부산광역시 강서구 성북동 ,부산광역시 강서구 성북동,부산광역시 강서구 성북동,3.3,4.5,19,22,40,10
 ,부산광역시 강서구 성북동 ,부산 강서구 성북동 1512,1번신호등,3.3,4.4,19,21,40,10
 ,부산광역시 강서구 송정동 ,부산 강서구 송정동 1521,부산 강서구 송정동 1537,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 일광면 동백리,동백교차로,동백교차로,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 일광면 동백리,동백교차로,동백교차로,3.3,4.5,19,21,40,10
 ,부산광역시 기장군 일광면 동백리,동백교차로,동백교차로,3.3,4.5,19,21,40,10
